Line ID (1: Horizontal line | 2: Vertical line | 3: Top-left to bottom-right diagonal line | 4: Top-right to bottom-left diagonal line | 5: Largest circle | 6: Middle circle | 7: Smallest circle),Segment Distance (Pixels)
1.0,41.0
1.0,22.0
1.0,29.0
1.0,46.0
1.0,37.0
1.0,9.0
1.0,16.0
1.0,112.0
1.0,31.0
1.0,82.0
1.0,51.0
2.0,9.0
2.0,21.0
2.0,32.0
2.0,4.0
2.0,71.0
2.0,28.0
2.0,14.0
2.0,9.0
2.0,169.0
2.0,70.0
2.0,17.0
3.0,18.384776310850235
3.0,15.556349186104045
3.0,24.041630560342615
3.0,21.213203435596427
3.0,48.08326112068523
3.0,48.08326112068523
3.0,186.67619023324855
3.0,12.727922061357855
3.0,73.53910524340094
3.0,31.11269837220809
3.0,5.656854249492381
3.0,36.76955262170047
3.0,49.49747468305833
3.0,19.79898987322333
3.0,32.526911934581186
3.0,98.99494936611666
4.0,33.94112549695428
4.0,18.384776310850235
4.0,22.627416997969522
4.0,53.74011537017761
4.0,28.284271247461902
4.0,35.35533905932738
4.0,32.526911934581186
4.0,9.899494936611665
4.0,36.76955262170047
4.0,18.384776310850235
4.0,36.76955262170047
4.0,9.899494936611665
4.0,35.35533905932738
4.0,31.11269837220809
4.0,45.254833995939045
4.0,31.11269837220809
4.0,43.840620433565945
4.0,69.29646455628166
4.0,14.142135623730951
4.0,80.61017305526642
5.0,69.50085609315886
5.0,48.62797087407292
5.0,61.04112939521091
5.0,19.720638591426166
5.0,34.95884658674972
5.0,18.685072548388042
5.0,10.40941558729029
5.0,25.091280968329194
5.0,65.69354989115797
5.0,68.2586088194609
5.0,109.14603695324787
5.0,42.10152755773385
5.0,53.47539405358613
5.0,11.04456703748145
5.0,32.03928668990168
5.0,79.48328339375446
5.0,20.597179306412354
5.0,5.827725744323566
5.0,29.224121212867306
5.0,21.219686222854737
5.0,12.039987901619384
5.0,126.45865957312138
5.0,8.061151156757147
5.0,40.04141345084511
5.0,43.99341904908834
5.0,78.64677311632617
5.0,66.81960616706249
5.0,3.602444594632838
5.0,61.09111194820502
5.0,39.66827909972407
5.0,58.17679503597714
6.0,99.88570785640097
6.0,37.823649900329336
6.0,56.07017631451265
6.0,31.1057945023802
6.0,10.19975438129416
6.0,6.0519151659744495
6.0,165.83583183242453
6.0,30.10323515745388
6.0,33.60172319240689
6.0,41.74590426335479
6.0,22.217256541224653
6.0,24.783286382443954
6.0,21.6484291532645
6.0,25.515845262916844
6.0,52.84970498957213
6.0,44.527879165405615
6.0,28.214052556475586
6.0,77.92340601717797
6.0,66.96984214228156
6.0,41.30941574111753
7.0,42.89228951836825
7.0,52.54865715900513
7.0,10.18598884674579
7.0,5.993263906039317
7.0,3.9610240938175374
7.0,6.317220624294225
7.0,50.65709172831246
7.0,31.82792145990294
7.0,8.996195637442252
7.0,8.065638220913858
7.0,18.064899805395186
7.0,51.07598906407288
7.0,19.147782528414925
7.0,21.908212053888327
7.0,3.592201967017318
7.0,14.231529885581983
7.0,43.93187018198769
7.0,12.050647033619576
